iter	RMSE
220	13.23723941
221	13.23708767
222	13.23685705
223	13.23670838
224	13.2364787
225	13.23640217
226	13.23616574
227	13.23594906
228	13.23582545
229	13.23561867
230	13.23545304
231	13.23528626
232	13.23513697
233	13.23483383
234	13.23462779
235	13.23450016
236	13.23424091
237	13.23406443
238	13.23386435
239	13.2337341
240	13.2336013
241	13.23355668
242	13.23344978
243	13.23327736
244	13.23317297
245	13.23303195
246	13.23287395
247	13.23268947
248	13.23244289
249	13.23228596
250	13.2322004
251	13.23197785
252	13.23177476
253	13.23158761
254	13.23117146
255	13.23094994
256	13.23076215
257	13.23066956
258	13.23062402
259	13.23021858
260	13.23010511
261	13.22998828
262	13.22987307
263	13.22964858
264	13.22953383
265	13.22946916
266	13.22927987
267	13.22916454
268	13.2289771
269	13.22885592
270	13.22859467
271	13.22840019
272	13.22831044
273	13.22825466
274	13.22805268
275	13.22802683
276	13.22790699
277	13.22773065
278	13.22764482
279	13.22744532
280	13.22726118
281	13.22712185
282	13.22707285
283	13.22699397
284	13.2268395
285	13.22657856
286	13.22636243
287	13.22627956
288	13.2261879
289	13.22599817
290	13.22579502
291	13.22560094
292	13.22542099
293	13.22536967
294	13.22503278
295	13.22495551
296	13.22474504
297	13.22468692
298	13.22453124
299	13.22438972
300	13.22421725
301	13.22401854
302	13.22381795
303	13.22368386
304	13.22363421
305	13.22356684
306	13.2234739
307	13.22330612
308	13.22313205
309	13.22305007
310	13.22287447
311	13.22283219
312	13.22274881
313	13.22258385
314	13.22251687
315	13.22230251
316	13.22216432
317	13.22209609
318	13.22189092
319	13.22172664
320	13.22158811
321	13.22143833
322	13.22120456
323	13.22106857
324	13.22088605
325	13.22078751
326	13.22065993
327	13.22059891
328	13.22058
329	13.22050388
330	13.22048754
331	13.2203389
332	13.22018814
333	13.22008938
334	13.21997032
335	13.21975371
336	13.21953742
337	13.2192977
338	13.2192157
339	13.21910969
340	13.21903646
341	13.21893622
342	13.21877497
343	13.21863648
344	13.21852442
345	13.21834107
346	13.21815764
347	13.21797979
348	13.21781297
349	13.21760064
350	13.21746427
351	13.21727694
352	13.21719395
353	13.21703111
354	13.21694336
355	13.21680348
356	13.21676098
357	13.21666645
358	13.21657565
359	13.21642395
360	13.21635797
361	13.21614213
362	13.21594152
363	13.21589863
364	13.21577592
365	13.21561733
366	13.21555094
367	13.21547221
368	13.21527814
369	13.21517122
370	13.21503077
371	13.21482216
372	13.21467939
373	13.21463601
374	13.21441596
375	13.21434932
376	13.21421525
377	13.21413125
378	13.21408765
379	13.21401381
380	13.21396889
381	13.21382267
382	13.21363538
383	13.21354698
384	13.21336507
385	13.21319201
386	13.21315408
387	13.21309726
388	13.21307174
389	13.21290854
390	13.21278544
391	13.21273479
392	13.21271376
393	13.21264135
394	13.2125605
395	13.21243242
396	13.21238604
397	13.21224631
398	13.2121059
399	13.21196814
400	13.21179494
401	13.21167579
402	13.21151159
403	13.21129996
404	13.21114777
405	13.21108563
406	13.21089701
407	13.21086915
408	13.21071781
409	13.21057612
410	13.21050223
411	13.2103581
412	13.21026339
413	13.21013581
414	13.20992602
415	13.20984299
416	13.20969316
417	13.20963969
418	13.20952669
419	13.20939433
420	13.2093381
421	13.20931287
422	13.20920828
423	13.20919038
424	13.20904924
425	13.20886183
426	13.20877804
427	13.20866245
428	13.20861331
429	13.20851529
430	13.20841382
431	13.20836222
432	13.20820521
433	13.20807854
434	13.20792757
435	13.20783505
436	13.20772597
437	13.20766174
438	13.20754765
439	13.20749117
440	13.20730039
441	13.20713504
442	13.20706457
443	13.20700017
444	13.20692565
445	13.20679424
446	13.2066529
447	13.20650897
448	13.206399
449	13.2063153
450	13.2062329
451	13.20617629
452	13.20603143
453	13.2058829
454	13.20573905
455	13.20564151
456	13.20560806
457	13.20552062
458	13.20542215
459	13.20528426
460	13.20525599
461	13.20515748
462	13.20502413
463	13.20484795
464	13.20481341
465	13.20472133
466	13.20462493
467	13.20459415
468	13.20447535
469	13.20442384
470	13.20430231
471	13.20420391
472	13.20412745
473	13.20391504
474	13.20373865
475	13.20360836
476	13.20354304
477	13.20343857
478	13.20331598
479	13.20319687
480	13.20308285
481	13.20298104
482	13.20281522
483	13.2028011
484	13.20273063
485	13.20258118
486	13.20244608
487	13.20229758
488	13.20222645
489	13.20216436
490	13.20212451
491	13.20199918
492	13.20190436
493	13.20180071
494	13.20171015
495	13.20164547
496	13.20148307
497	13.20122169
498	13.20109455
499	13.20098992
500	13.20093979
501	13.20086212
502	13.20064506
503	13.200562
504	13.20052115
505	13.20037765
506	13.20024315
507	13.20010678
508	13.20001265
509	13.1999498
510	13.1998573
511	13.19977221
512	13.19962345
513	13.19941174
514	13.19928236
515	13.19921284
516	13.19915133
517	13.19902497
518	13.19883547
519	13.19871052
520	13.19867864
521	13.19852529
522	13.19845805
523	13.19839684
524	13.19831546
525	13.1982183
526	13.19815761
527	13.19805357
528	13.19793918
529	13.19790304
530	13.19779313
531	13.19773575
532	13.19767066
533	13.19759479
534	13.19753436
535	13.19747385
536	13.19740762
537	13.19729699
538	13.19724214
539	13.19718199
540	13.19699785
541	13.19695303
542	13.1969152
543	13.19677219
544	13.1967314
545	13.19663391
546	13.19653348
547	13.19643676
548	13.19639721
549	13.19636179
550	13.19619459
551	13.19616902
552	13.19602608
553	13.19596196
554	13.19586158
555	13.19571483
556	13.19557369
557	13.19555455
558	13.19545909
559	13.19529685
560	13.19515425
561	13.1951381
562	13.19508278
563	13.19491884
564	13.19486029
565	13.1947327
566	13.19468551
567	13.19458543
568	13.19448846
569	13.1944175
570	13.19430751
571	13.19422592
572	13.19412018
573	13.19397873
574	13.19389442
575	13.1937306
576	13.19358883
577	13.19353082
578	13.19341756
579	13.19336051
580	13.19318531
581	13.19314242
582	13.1930158
583	13.1929411
584	13.19278322
585	13.19264245
586	13.19260472
587	13.19253341
588	13.19248917
589	13.19243967
590	13.19235893
591	13.19232717
592	13.19222453
593	13.19209863
594	13.1920639
595	13.19195866
596	13.19188648
597	13.19177319
598	13.19171779
599	13.1916503
600	13.19152272
601	13.19141805
602	13.19139284
603	13.19136319
604	13.19122945
605	13.19119448
606	13.19105908
607	13.19091956
608	13.19089436
609	13.19086852
610	13.19077128
611	13.19065633
612	13.1905077
613	13.1904554
614	13.19032189
615	13.19022257
616	13.19017171
617	13.19006865
618	13.18999457
619	13.18985032
620	13.18977938
621	13.18966272
622	13.18963827
623	13.18950272
624	13.18935173
625	13.18925412
626	13.18910086
627	13.18902364
628	13.18897545
629	13.18882441
630	13.18870505
631	13.18854616
632	13.18849837
633	13.18841779
634	13.1881828
635	13.18807669
636	13.18803978
637	13.18798597
638	13.18789474
639	13.18780415
640	13.18768261
641	13.18758081
642	13.18751389
643	13.1874212
644	13.18730886
645	13.18722678
646	13.18718839
647	13.18707534
648	13.18697703
649	13.18694543
650	13.18682843
651	13.18678331
652	13.18671928
653	13.1866177
654	13.18650431
655	13.18638402
656	13.18624522
657	13.18614273
658	13.18607418
659	13.18601578
660	13.18594417
661	13.1859426
662	13.18582719
663	13.18569121
664	13.18564411
665	13.18556994
666	13.18548879
667	13.18540518
668	13.18532076
669	13.18525799
670	13.18512294
671	13.18505292
672	13.18492844
673	13.18480059
674	13.18460445
675	13.18453608
676	13.1845012
677	13.18440938
678	13.18434307
679	13.18419251
680	13.18405235
681	13.18394405
682	13.18386043
683	13.1838123
684	13.18379986
685	13.18370603
686	13.18369219
687	13.18360916
688	13.18349114
689	13.18336574
690	13.18324325
691	13.1831445
692	13.18312983
693	13.18304013
694	13.18288559
695	13.18277472
696	13.18266092
697	13.18253291
698	13.1824302
699	13.18228965
700	13.18214547
701	13.18201955
702	13.18190617
703	13.18183968
704	13.1817296
705	13.18168505
706	13.18164323
707	13.1815831
708	13.18145738
709	13.18135283
710	13.18133136
711	13.18123642
712	13.1812212
713	13.18115549
714	13.18111952
715	13.18102155
716	13.18091927
717	13.1808692
718	13.18079843
719	13.18071046
720	13.18056656
721	13.18054622
722	13.18051291
723	13.18048122
724	13.18044973
725	13.18031324
726	13.18021817
727	13.18016366
728	13.18012855
729	13.18010203
730	13.18000622
731	13.17991702
732	13.17981997
733	13.17970945
734	13.17961125
735	13.1795394
736	13.17940951
737	13.17935275
738	13.17930348
739	13.17916695
740	13.1791017
741	13.17905767
742	13.17902638
743	13.17894531
744	13.17885536
745	13.17876867
746	13.1787506
747	13.17873835
748	13.17862224
749	13.17847987
750	13.17844716
751	13.17837001
752	13.17827475
753	13.17822089
754	13.17808531
755	13.17802182
756	13.17789326
757	13.17780252
758	13.1777196
759	13.17755788
760	13.17744052
761	13.17736781
762	13.17727882
763	13.17723221
764	13.17715985
765	13.17706354
766	13.1769527
767	13.17687168
768	13.17675449
769	13.17668363
770	13.17664506
771	13.17659747
772	13.176489
773	13.1764019
774	13.17624529
775	13.17612694
776	13.17599999
777	13.17592169
778	13.17587764
779	13.17578481
780	13.17568109
781	13.17564286
782	13.17556105
783	13.17544294
784	13.17541527
785	13.17540201
786	13.17534624
787	13.17520974
788	13.17519319
789	13.17514428
790	13.17512562
791	13.17509827
792	13.17500233
793	13.17487855
794	13.1748173
795	13.1747254
796	13.17459539
797	13.17447924
798	13.17439963
799	13.17429482
800	13.17422327
801	13.17410599
802	13.17401126
803	13.17395025
804	13.17391521
805	13.1738923
806	13.17380571
807	13.17371072
808	13.17364498
809	13.17362352
810	13.17351667
811	13.17345881
812	13.1733326
813	13.17327074
814	13.1732241
815	13.17312293
816	13.1729859
817	13.17292148
818	13.17280868
819	13.17268655
820	13.17260904
821	13.17246828
822	13.17237315
823	13.17229743
824	13.17227138
825	13.17208846
826	13.17204042
827	13.17194715
828	13.17186254
829	13.17173952
830	13.17162475
831	13.17151223
832	13.17140429
833	13.17137079
834	13.17130046
835	13.17121968
836	13.1711336
837	13.17109726
838	13.17094954
839	13.17082161
840	13.17074433
841	13.17071569
842	13.17059115
843	13.17048804
844	13.17047837
845	13.17039738
846	13.17032325
847	13.17029731
848	13.17026874
849	13.17022898
850	13.17013782
851	13.17003976
852	13.17002592
853	13.16992564
854	13.16981733
855	13.16976951
856	13.16964865
857	13.16955489
858	13.16946466
859	13.16941676
860	13.16931899
861	13.16921213
862	13.16908648
863	13.1690212
864	13.16889491
865	13.16885348
866	13.16875986
867	13.1686952
868	13.16858599
869	13.168506
870	13.16840161
871	13.1683829
872	13.16834384
873	13.16831649
874	13.16825644
875	13.16820281
876	13.16812459
877	13.16809143
878	13.16804396
879	13.16799269
880	13.16786418
881	13.16778309
882	13.16771429
883	13.16758956
884	13.16755923
885	13.16749766
886	13.16748063
887	13.16739463
888	13.16736386
889	13.16728651
890	13.16723313
891	13.16718712
892	13.16711195
893	13.16706974
894	13.16697713
895	13.16683846
896	13.16676785
897	13.16657646
898	13.16653623
899	13.16647387
900	13.16642391
901	13.16637739
902	13.16635288
903	13.16627127
904	13.16617079
905	13.16607669
906	13.16598084
907	13.16592133
908	13.16584468
909	13.16582742
910	13.16575543
911	13.16564434
912	13.1655356
913	13.16546436
914	13.16541953
915	13.16535414
916	13.16531933
917	13.16530025
918	13.16519895
919	13.16507759
920	13.16501548
921	13.16497501
922	13.16487997
923	13.16473602
924	13.1645724
925	13.16454722
926	13.16443264
927	13.16442282
928	13.16438561
929	13.16432773
930	13.16427226
931	13.16423527
932	13.16412754
933	13.16400193
934	13.16396263
935	13.16388167
936	13.16380077
937	13.16377476
938	13.16374299
939	13.1636825
940	13.16358516
941	13.16350375
942	13.16342561
943	13.16330182
944	13.16325303
945	13.16309725
946	13.16306152
947	13.16304343
948	13.16294658
949	13.16287529
950	13.16281884
951	13.16278668
952	13.16275858
953	13.16274165
954	13.16270622
955	13.16267197
956	13.16258077
957	13.16254493
958	13.16250294
959	13.16239911
960	13.16229931
961	13.16225077
962	13.16215098
963	13.16208351
964	13.16200696
965	13.1619075
966	13.16187186
967	13.16176216
968	13.16172713
969	13.16160332
970	13.16157214
971	13.1614602
972	13.16139286
973	13.16136827
974	13.16132432
975	13.16122503
976	13.16118356
977	13.16108203
978	13.16089255
979	13.16066484
980	13.16055423
981	13.16046539
982	13.16045126
983	13.1604225
984	13.16038101
985	13.16033299
986	13.16027943
987	13.16024836
988	13.1601697
989	13.16015067
990	13.16010296
991	13.16009002
992	13.16002827
993	13.15989856
994	13.15983003
995	13.15977163
996	13.15968835
997	13.15965301
998	13.15957649
999	13.15955047
